MFile 1 7 960 
MTrk    
0 Tempo 100000  
TrkEnd    
MTrk    
0 PrCh ch=6 p=53 
0 Meta TrkName "ATAC" 
459273 On ch=3 n=7 v=100
459316 On ch=3 n=47 v=100
459449 Off ch=3 n=7 v=0
459458 Off ch=3 n=27 v=0
459491 Off ch=3 n=41 v=0
459497 On ch=3 n=18 v=100
459539 Off ch=3 n=47 v=0
459757 Off ch=3 n=18 v=0
459930 On ch=3 n=45 v=100
459961 On ch=3 n=10 v=100
460022 Off ch=3 n=45 v=0
460617 Off ch=3 n=10 v=0
460668 On ch=3 n=37 v=100
460844 Off ch=3 n=37 v=0
463619 On ch=3 n=21 v=100
463673 Off ch=3 n=21 v=0
466250 On ch=3 n=41 v=100
466341 On ch=3 n=9 v=100
466478 Off ch=3 n=41 v=0
466817 Off ch=3 n=9 v=0
467747 On ch=3 n=21 v=100
467792 Off ch=3 n=21 v=0
468282 On ch=3 n=28 v=100
468348 Off ch=3 n=28 v=0
468798 On ch=3 n=19 v=100
468866 Off ch=3 n=19 v=0
468869 On ch=3 n=20 v=100
468906 Off ch=3 n=20 v=0
470247 On ch=3 n=15 v=100
470502 Off ch=3 n=15 v=0
473554 On ch=3 n=32 v=100
473628 On ch=3 n=16 v=100
473741 Off ch=3 n=32 v=0
473969 Off ch=3 n=16 v=0
473971 On ch=3 n=11 v=100
474561 On ch=3 n=14 v=100
474562 Off ch=3 n=11 v=0
474707 Off ch=3 n=14 v=0
474732 On ch=3 n=8 v=100
474795 On ch=3 n=13 v=100
474843 Off ch=3 n=8 v=0
474858 Off ch=3 n=13 v=0
475903 On ch=3 n=15 v=100
476301 On ch=3 n=5 v=100
476329 Off ch=3 n=15 v=0
476837 Off ch=3 n=5 v=0
476846 On ch=3 n=10 v=100
477203 Off ch=3 n=10 v=0
477205 On ch=3 n=3 v=100
477351 On ch=3 n=10 v=100
477384 Off ch=3 n=3 v=0
477917 On ch=3 n=6 v=100
477926 Off ch=3 n=10 v=0
478379 Off ch=3 n=6 v=0
480283 On ch=3 n=4 v=100
480404 On ch=3 n=22 v=100
480463 Off ch=3 n=4 v=0
480463 Off ch=3 n=22 v=0
480517 On ch=3 n=22 v=100
480517 On ch=3 n=3 v=100
480553 Off ch=3 n=22 v=0
481270 Off ch=3 n=3 v=0
481271 On ch=3 n=9 v=100
481536 Off ch=3 n=9 v=0
485669 On ch=3 n=25 v=100
485670 On ch=3 n=36 v=100
485715 On ch=3 n=31 v=100
485863 Off ch=3 n=25 v=0
485873 On ch=3 n=26 v=100
485949 Off ch=3 n=36 v=0
485960 Off ch=3 n=31 v=0
486097 On ch=3 n=18 v=100
486273 On ch=3 n=39 v=100
486345 Off ch=3 n=26 v=0
486373 Off ch=3 n=18 v=0
486397 Off ch=3 n=39 v=0
491745 On ch=3 n=41 v=100
491864 Off ch=3 n=41 v=0
494481 On ch=3 n=26 v=100
494632 On ch=3 n=29 v=100
494638 Off ch=3 n=26 v=0
494791 Off ch=3 n=29 v=0
495806 On ch=3 n=5 v=100
496436 Off ch=3 n=5 v=0
496439 On ch=3 n=6 v=100
498172 Off ch=3 n=6 v=0
498624 On ch=3 n=38 v=100
499104 Off ch=3 n=38 v=0
499116 On ch=3 n=35 v=100
499234 On ch=3 n=33 v=100
499317 Off ch=3 n=35 v=0
499414 Off ch=3 n=33 v=0
502971 On ch=3 n=29 v=100
503049 Off ch=3 n=29 v=0
505082 On ch=3 n=7 v=100
505881 Off ch=3 n=7 v=0
505890 On ch=3 n=9 v=100
506536 Off ch=3 n=9 v=0
506539 On ch=3 n=3 v=100
506594 Off ch=3 n=3 v=0
506979 On ch=3 n=22 v=100
507198 Off ch=3 n=22 v=0
509132 On ch=3 n=44 v=100
509245 Off ch=3 n=44 v=0
510009 On ch=3 n=22 v=100
510056 Off ch=3 n=22 v=0
510420 On ch=3 n=13 v=100
510500 Off ch=3 n=13 v=0
511307 On ch=3 n=28 v=100
511413 Off ch=3 n=28 v=0
511561 On ch=3 n=37 v=100
511800 Off ch=3 n=37 v=0
511847 On ch=3 n=13 v=100
511897 Off ch=3 n=13 v=0
511908 On ch=3 n=18 v=100
512018 Off ch=3 n=18 v=0
512174 On ch=3 n=7 v=100
512382 Off ch=3 n=7 v=0
512396 On ch=3 n=9 v=100
512863 Off ch=3 n=9 v=0
512869 On ch=3 n=34 v=100
513012 Off ch=3 n=34 v=0
513106 On ch=3 n=36 v=100
513115 On ch=3 n=34 v=100
513172 Off ch=3 n=36 v=0
513176 Off ch=3 n=34 v=0
515061 On ch=3 n=54 v=100
515263 Off ch=3 n=54 v=0
516272 On ch=3 n=29 v=100
516390 Off ch=3 n=29 v=0
517256 On ch=3 n=12 v=100
517490 Off ch=3 n=12 v=0
518639 On ch=3 n=11 v=100
518846 On ch=3 n=29 v=100
518965 On ch=3 n=17 v=100
519051 Off ch=3 n=11 v=0
519089 On ch=3 n=29 v=100
519090 On ch=3 n=13 v=100
519095 On ch=3 n=17 v=100
519437 Off ch=3 n=17 v=0
519439 Off ch=3 n=29 v=0
519475 Off ch=3 n=13 v=0
519535 Off ch=3 n=17 v=0
519698 Off ch=3 n=29 v=0
519917 On ch=3 n=12 v=100
520018 On ch=3 n=22 v=100
520143 Off ch=3 n=12 v=0
520158 Off ch=3 n=22 v=0
527789 On ch=3 n=33 v=100
527805 On ch=3 n=26 v=100
527906 Off ch=3 n=33 v=0
527970 Off ch=3 n=26 v=0
528063 On ch=3 n=24 v=100
528430 Off ch=3 n=24 v=0
530476 On ch=3 n=17 v=100
530670 Off ch=3 n=17 v=0
531621 On ch=3 n=9 v=100
531968 Off ch=3 n=9 v=0
531976 On ch=3 n=11 v=100
532396 Off ch=3 n=11 v=0
532399 On ch=3 n=32 v=100
532538 Off ch=3 n=32 v=0
534955 On ch=3 n=6 v=100
535066 Off ch=3 n=6 v=0
535134 On ch=3 n=42 v=100
535141 On ch=3 n=21 v=100
535387 Off ch=3 n=21 v=0
535434 Off ch=3 n=42 v=0
535463 On ch=3 n=30 v=100
535679 On ch=3 n=21 v=100
535692 On ch=3 n=9 v=100
535692 Off ch=3 n=30 v=0
535792 Off ch=3 n=21 v=0
536382 Off ch=3 n=9 v=0
536991 On ch=3 n=47 v=100
537305 Off ch=3 n=47 v=0
539501 On ch=3 n=10 v=100
540695 Off ch=3 n=10 v=0
542566 On ch=3 n=41 v=100
542648 Off ch=3 n=41 v=0
542705 On ch=3 n=18 v=100
542950 Off ch=3 n=18 v=0
542995 On ch=3 n=16 v=100
542995 On ch=3 n=18 v=100
543228 Off ch=3 n=16 v=0
543261 Off ch=3 n=18 v=0
543354 On ch=3 n=10 v=100
543744 On ch=3 n=12 v=100
543890 Off ch=3 n=10 v=0
544007 Off ch=3 n=12 v=0
544119 On ch=3 n=21 v=100
544183 Off ch=3 n=21 v=0
545049 On ch=3 n=36 v=100
545234 On ch=3 n=35 v=100
545330 Off ch=3 n=36 v=0
545390 Off ch=3 n=35 v=0
546328 On ch=3 n=6 v=100
546408 Off ch=3 n=6 v=0
547343 On ch=3 n=7 v=100
547549 Off ch=3 n=7 v=0
556205 On ch=3 n=24 v=100
556237 On ch=3 n=20 v=100
556367 Off ch=3 n=24 v=0
556367 Off ch=3 n=20 v=0
558345 On ch=3 n=54 v=100
558461 On ch=3 n=34 v=100
558495 On ch=3 n=34 v=100
558630 Off ch=3 n=54 v=0
558631 Off ch=3 n=34 v=0
558633 Off ch=3 n=34 v=0
562474 On ch=3 n=8 v=100
562962 Off ch=3 n=8 v=0
564725 On ch=3 n=11 v=100
564885 Off ch=3 n=11 v=0
564906 On ch=3 n=6 v=100
564969 Off ch=3 n=6 v=0
564977 On ch=3 n=9 v=100
565056 On ch=3 n=12 v=100
565056 Off ch=3 n=9 v=0
565277 On ch=3 n=41 v=100
565464 On ch=3 n=13 v=100
565465 Off ch=3 n=12 v=0
565782 Off ch=3 n=41 v=0
565782 Off ch=3 n=13 v=0
565784 On ch=3 n=14 v=100
565898 On ch=3 n=19 v=100
565899 Off ch=3 n=14 v=0
567042 Off ch=3 n=19 v=0
567049 On ch=3 n=13 v=100
567584 Off ch=3 n=13 v=0
569640 On ch=3 n=22 v=100
569705 On ch=3 n=10 v=100
569792 Off ch=3 n=22 v=0
569967 Off ch=3 n=10 v=0
570070 On ch=3 n=10 v=100
570287 On ch=3 n=46 v=100
570365 Off ch=3 n=10 v=0
570474 Off ch=3 n=46 v=0
570761 On ch=3 n=37 v=100
570780 On ch=3 n=20 v=100
570857 Off ch=3 n=37 v=0
571029 Off ch=3 n=20 v=0
571031 On ch=3 n=19 v=100
571185 Off ch=3 n=19 v=0
571640 On ch=3 n=39 v=100
571664 On ch=3 n=42 v=100
571736 Off ch=3 n=39 v=0
571747 Off ch=3 n=42 v=0
572006 On ch=3 n=16 v=100
572734 Off ch=3 n=16 v=0
572939 On ch=3 n=43 v=100
573021 Off ch=3 n=43 v=0
573059 On ch=3 n=20 v=100
573512 Off ch=3 n=20 v=0
573562 On ch=3 n=20 v=100
573724 Off ch=3 n=20 v=0
573904 On ch=3 n=9 v=100
574591 Off ch=3 n=9 v=0
574600 On ch=3 n=4 v=100
575333 On ch=3 n=19 v=100
575343 Off ch=3 n=4 v=0
575343 Off ch=3 n=19 v=0
575390 On ch=3 n=3 v=100
575391 On ch=3 n=19 v=100
575451 Off ch=3 n=19 v=0
576038 On ch=3 n=14 v=100
576038 Off ch=3 n=3 v=0
576196 Off ch=3 n=14 v=0
576227 On ch=3 n=14 v=100
576451 On ch=3 n=11 v=100
576515 Off ch=3 n=14 v=0
576525 Off ch=3 n=11 v=0
577470 On ch=3 n=16 v=100
577537 Off ch=3 n=16 v=0
578074 On ch=3 n=33 v=100
578092 On ch=3 n=40 v=100
578162 Off ch=3 n=33 v=0
578162 Off ch=3 n=40 v=0
578267 On ch=3 n=33 v=100
578267 On ch=3 n=55 v=100
578267 On ch=3 n=40 v=100
578267 On ch=3 n=1 v=100
578279 Off ch=3 n=33 v=0
578333 Off ch=3 n=40 v=0
578372 Off ch=3 n=55 v=0
578983 On ch=3 n=20 v=100
578999 On ch=3 n=8 v=100
578999 On ch=3 n=8 v=100
579010 On ch=3 n=15 v=100
579015 Off ch=3 n=1 v=0
579085 On ch=3 n=24 v=100
579085 On ch=3 n=24 v=100
579345 On ch=3 n=2 v=100
579347 Off ch=3 n=8 v=0
579347 Off ch=3 n=8 v=0
579399 Off ch=3 n=15 v=0
579436 Off ch=3 n=20 v=0
579514 Off ch=3 n=24 v=0
579514 Off ch=3 n=24 v=0
580039 Off ch=3 n=2 v=0
580069 On ch=3 n=2 v=100
580219 On ch=3 n=25 v=100
580231 Off ch=3 n=2 v=0
580231 Off ch=3 n=25 v=0
580302 On ch=3 n=25 v=100
580385 Off ch=3 n=25 v=0
580462 On ch=3 n=25 v=100
580559 Off ch=3 n=25 v=0
581665 On ch=3 n=37 v=100
581861 Off ch=3 n=37 v=0
581865 On ch=3 n=7 v=100
581932 Off ch=3 n=7 v=0
582910 On ch=3 n=38 v=100
582969 On ch=3 n=31 v=100
582969 On ch=3 n=31 v=100
582984 On ch=3 n=31 v=100
583071 Off ch=3 n=38 v=0
583078 On ch=3 n=45 v=100
583078 On ch=3 n=45 v=100
583122 On ch=3 n=26 v=100
583122 On ch=3 n=26 v=100
583128 On ch=3 n=17 v=100
583216 Off ch=3 n=31 v=0
583234 Off ch=3 n=31 v=0
583234 Off ch=3 n=31 v=0
583305 On ch=3 n=39 v=100
583305 On ch=3 n=39 v=100
583348 Off ch=3 n=45 v=0
583348 Off ch=3 n=45 v=0
583420 Off ch=3 n=17 v=0
583426 On ch=3 n=33 v=100
583455 Off ch=3 n=26 v=0
583455 Off ch=3 n=26 v=0
583502 Off ch=3 n=39 v=0
583502 Off ch=3 n=39 v=0
583615 Off ch=3 n=33 v=0
583721 On ch=3 n=9 v=100
583855 On ch=3 n=56 v=100
584291 On ch=3 n=10 v=100
584293 Off ch=3 n=9 v=0
584736 On ch=3 n=30 v=100
584796 Off ch=3 n=56 v=0
584811 Off ch=3 n=10 v=0
584896 Off ch=3 n=30 v=0
585695 On ch=3 n=26 v=100
585851 Off ch=3 n=26 v=0
585935 On ch=3 n=34 v=100
586056 Off ch=3 n=34 v=0
586222 On ch=3 n=6 v=100
586250 Off ch=3 n=6 v=0
586255 On ch=3 n=24 v=100
586479 Off ch=3 n=24 v=0
586576 On ch=3 n=27 v=100
586830 On ch=3 n=19 v=100
586936 On ch=3 n=29 v=100
587202 On ch=3 n=32 v=100
587211 Off ch=3 n=27 v=0
587314 Off ch=3 n=19 v=0
587456 Off ch=3 n=29 v=0
587679 Off ch=3 n=32 v=0
588449 On ch=3 n=11 v=100
588834 Off ch=3 n=11 v=0
589173 On ch=3 n=9 v=100
589332 Off ch=3 n=9 v=0
589375 On ch=3 n=9 v=100
589648 Off ch=3 n=9 v=0
591353 On ch=3 n=6 v=100
591484 Off ch=3 n=6 v=0
591865 On ch=3 n=28 v=100
592275 On ch=3 n=31 v=100
592373 Off ch=3 n=28 v=0
592431 Off ch=3 n=31 v=0
592605 On ch=3 n=26 v=100
592605 On ch=3 n=26 v=100
592619 On ch=3 n=21 v=100
592752 Off ch=3 n=21 v=0
592830 Off ch=3 n=26 v=0
592830 Off ch=3 n=26 v=0
593542 On ch=3 n=21 v=100
593578 On ch=3 n=30 v=100
593581 On ch=3 n=17 v=100
593746 Off ch=3 n=21 v=0
593753 Off ch=3 n=17 v=0
593820 Off ch=3 n=30 v=0
594011 On ch=3 n=28 v=100
594140 On ch=3 n=27 v=100
594210 On ch=3 n=29 v=100
594263 Off ch=3 n=28 v=0
594313 On ch=3 n=25 v=100
594768 Off ch=3 n=29 v=0
594776 Off ch=3 n=27 v=0
594801 Off ch=3 n=25 v=0
594940 On ch=3 n=30 v=100
595011 Off ch=3 n=30 v=0
595034 On ch=3 n=30 v=100
595228 Off ch=3 n=30 v=0
597232 On ch=3 n=21 v=100
597341 On ch=3 n=26 v=100
597365 Off ch=3 n=21 v=0
597440 Off ch=3 n=26 v=0
597841 On ch=3 n=14 v=100
597995 Off ch=3 n=14 v=0
598677 On ch=3 n=43 v=100
598759 Off ch=3 n=43 v=0
600552 On ch=3 n=15 v=100
600564 On ch=3 n=11 v=100
600694 On ch=3 n=9 v=100
600875 Off ch=3 n=15 v=0
600926 Off ch=3 n=9 v=0
600934 Off ch=3 n=11 v=0
604943 On ch=3 n=24 v=100
605061 Off ch=3 n=24 v=0
606168 On ch=3 n=35 v=100
606189 On ch=3 n=33 v=100
606239 On ch=3 n=17 v=100
606278 Off ch=3 n=35 v=0
606278 Off ch=3 n=33 v=0
606278 Off ch=3 n=17 v=0
606339 On ch=3 n=33 v=100
606339 On ch=3 n=17 v=100
606503 Off ch=3 n=33 v=0
606571 Off ch=3 n=17 v=0
608673 On ch=3 n=18 v=100
608843 On ch=3 n=22 v=100
608843 On ch=3 n=22 v=100
608990 On ch=3 n=50 v=100
609045 On ch=3 n=42 v=100
609045 On ch=3 n=42 v=100
609049 On ch=3 n=47 v=100
609056 On ch=3 n=37 v=100
609062 On ch=3 n=18 v=100
609062 Off ch=3 n=18 v=0
609127 Off ch=3 n=22 v=0
609127 Off ch=3 n=22 v=0
609217 Off ch=3 n=18 v=0
609223 Off ch=3 n=50 v=0
609231 Off ch=3 n=37 v=0
609269 Off ch=3 n=42 v=0
609269 Off ch=3 n=42 v=0
609316 Off ch=3 n=47 v=0
610010 On ch=3 n=20 v=100
610106 On ch=3 n=11 v=100
610414 Off ch=3 n=11 v=0
610419 Off ch=3 n=20 v=0
612089 On ch=3 n=6 v=100
612580 Off ch=3 n=6 v=0
612583 On ch=3 n=6 v=100
613341 Off ch=3 n=6 v=0
613348 On ch=3 n=6 v=100
613940 Off ch=3 n=6 v=0
615867 On ch=3 n=20 v=100
615918 On ch=3 n=29 v=100
616007 Off ch=3 n=20 v=0
616007 Off ch=3 n=29 v=0
616154 On ch=3 n=20 v=100
616154 On ch=3 n=19 v=100
616154 On ch=3 n=29 v=100
616375 Off ch=3 n=20 v=0
616425 Off ch=3 n=19 v=0
616451 Off ch=3 n=29 v=0
616748 On ch=3 n=11 v=100
616949 Off ch=3 n=11 v=0
618381 On ch=3 n=31 v=100
618623 On ch=3 n=29 v=100
618686 Off ch=3 n=31 v=0
618726 Off ch=3 n=29 v=0
620811 On ch=3 n=40 v=100
620848 On ch=3 n=35 v=100
620859 On ch=3 n=34 v=100
620953 On ch=3 n=41 v=100
620971 Off ch=3 n=40 v=0
621082 Off ch=3 n=35 v=0
621110 Off ch=3 n=34 v=0
621136 Off ch=3 n=41 v=0
621245 On ch=3 n=42 v=100
621367 Off ch=3 n=42 v=0
621550 On ch=3 n=25 v=100
621662 On ch=3 n=21 v=100
621664 Off ch=3 n=25 v=0
621770 On ch=3 n=12 v=100
621792 Off ch=3 n=21 v=0
622106 On ch=3 n=22 v=100
622435 Off ch=3 n=12 v=0
622843 Off ch=3 n=22 v=0
622910 On ch=3 n=24 v=100
623095 Off ch=3 n=24 v=0
625690 On ch=3 n=12 v=100
625769 Off ch=3 n=12 v=0
625960 On ch=3 n=10 v=100
626619 Off ch=3 n=10 v=0
629981 On ch=3 n=31 v=100
630492 Off ch=3 n=31 v=0
631679 On ch=3 n=17 v=100
631815 On ch=3 n=8 v=100
631815 Off ch=3 n=17 v=0
631967 On ch=3 n=14 v=100
631969 Off ch=3 n=8 v=0
632619 On ch=3 n=10 v=100
632619 Off ch=3 n=14 v=0
633275 Off ch=3 n=10 v=0
633297 On ch=3 n=20 v=100
633580 Off ch=3 n=20 v=0
634998 On ch=3 n=25 v=100
635045 On ch=3 n=14 v=100
635045 On ch=3 n=41 v=100
635174 Off ch=3 n=25 v=0
635178 Off ch=3 n=14 v=0
635260 Off ch=3 n=41 v=0
635591 On ch=3 n=5 v=100
635644 Off ch=3 n=5 v=0
635647 On ch=3 n=8 v=100
636004 On ch=3 n=35 v=100
636086 Off ch=3 n=8 v=0
636213 On ch=3 n=16 v=100
636343 Off ch=3 n=16 v=0
636397 Off ch=3 n=35 v=0
637007 On ch=3 n=31 v=100
637289 Off ch=3 n=31 v=0
637304 On ch=3 n=26 v=100
637868 Off ch=3 n=26 v=0
637990 On ch=3 n=36 v=100
638019 On ch=3 n=30 v=100
638218 On ch=3 n=34 v=100
638250 Off ch=3 n=36 v=0
638251 Off ch=3 n=30 v=0
638256 Off ch=3 n=34 v=0
638325 On ch=3 n=34 v=100
638528 Off ch=3 n=34 v=0
639306 On ch=3 n=22 v=100
639541 On ch=3 n=19 v=100
639544 Off ch=3 n=22 v=0
639624 On ch=3 n=20 v=100
639720 Off ch=3 n=19 v=0
639732 Off ch=3 n=20 v=0
639926 On ch=3 n=11 v=100
639933 On ch=3 n=28 v=100
640361 Off ch=3 n=11 v=0
640419 Off ch=3 n=28 v=0
640521 On ch=3 n=28 v=100
640590 On ch=3 n=9 v=100
640604 Off ch=3 n=28 v=0
640765 Off ch=3 n=9 v=0
640768 On ch=3 n=27 v=100
641011 Off ch=3 n=27 v=0
642566 On ch=3 n=7 v=100
642613 Off ch=3 n=7 v=0
642615 On ch=3 n=15 v=100
642771 Off ch=3 n=15 v=0
642887 On ch=3 n=12 v=100
643054 Off ch=3 n=12 v=0
643092 On ch=3 n=18 v=100
643476 Off ch=3 n=18 v=0
644184 On ch=3 n=18 v=100
644334 Off ch=3 n=18 v=0
644340 On ch=3 n=25 v=100
644394 Off ch=3 n=25 v=0
644436 On ch=3 n=16 v=100
644586 Off ch=3 n=16 v=0
645011 On ch=3 n=8 v=100
645120 On ch=3 n=31 v=100
645120 On ch=3 n=31 v=100
645170 On ch=3 n=49 v=100
645170 On ch=3 n=49 v=100
645218 On ch=3 n=22 v=100
645218 On ch=3 n=22 v=100
645221 Off ch=3 n=8 v=0
645224 On ch=3 n=22 v=100
645283 Off ch=3 n=31 v=0
645283 Off ch=3 n=31 v=0
645380 On ch=3 n=13 v=100
645384 Off ch=3 n=49 v=0
645384 Off ch=3 n=49 v=0
645385 Off ch=3 n=22 v=0
645417 Off ch=3 n=22 v=0
645417 Off ch=3 n=22 v=0
645741 On ch=3 n=35 v=100
645777 Off ch=3 n=13 v=0
645779 On ch=3 n=25 v=100
645779 On ch=3 n=25 v=100
645807 On ch=3 n=23 v=100
645914 On ch=3 n=38 v=100
646067 Off ch=3 n=23 v=0
646084 Off ch=3 n=25 v=0
646084 Off ch=3 n=25 v=0
646090 Off ch=3 n=35 v=0
646116 Off ch=3 n=38 v=0
647245 On ch=3 n=34 v=100
647245 On ch=3 n=34 v=100
647375 On ch=3 n=9 v=100
647915 Off ch=3 n=9 v=0
647928 Off ch=3 n=34 v=0
647928 Off ch=3 n=34 v=0
647941 On ch=3 n=9 v=100
648178 Off ch=3 n=9 v=0
649560 On ch=3 n=18 v=100
649797 Off ch=3 n=18 v=0
650292 On ch=3 n=19 v=100
650441 Off ch=3 n=19 v=0
650452 On ch=3 n=12 v=100
650956 On ch=3 n=21 v=100
650956 Off ch=3 n=12 v=0
650999 Off ch=3 n=21 v=0
652276 On ch=3 n=17 v=100
652294 On ch=3 n=17 v=100
652389 Off ch=3 n=17 v=0
652740 Off ch=3 n=17 v=0
653251 On ch=3 n=24 v=100
653347 Off ch=3 n=24 v=0
653482 On ch=3 n=16 v=100
653567 Off ch=3 n=16 v=0
654778 On ch=3 n=14 v=100
654960 On ch=3 n=12 v=100
654962 Off ch=3 n=14 v=0
655467 Off ch=3 n=12 v=0
657032 On ch=3 n=33 v=100
657190 Off ch=3 n=33 v=0
657706 On ch=3 n=15 v=100
657874 Off ch=3 n=15 v=0
658724 On ch=3 n=24 v=100
659124 On ch=3 n=17 v=100
659342 Off ch=3 n=24 v=0
659389 Off ch=3 n=17 v=0
659599 On ch=3 n=8 v=100
660214 Off ch=3 n=8 v=0
660289 On ch=3 n=23 v=100
660396 On ch=3 n=11 v=100
660478 On ch=3 n=27 v=100
660608 Off ch=3 n=23 v=0
660651 Off ch=3 n=11 v=0
660659 On ch=3 n=13 v=100
660677 Off ch=3 n=27 v=0
661444 On ch=3 n=35 v=100
661454 Off ch=3 n=13 v=0
661460 On ch=3 n=21 v=100
661506 Off ch=3 n=35 v=0
661573 Off ch=3 n=21 v=0
663207 On ch=3 n=28 v=100
663548 On ch=3 n=20 v=100
663589 On ch=3 n=18 v=100
663594 Off ch=3 n=28 v=0
663595 On ch=3 n=14 v=100
663606 On ch=3 n=25 v=100
663785 Off ch=3 n=20 v=0
663828 Off ch=3 n=14 v=0
663872 Off ch=3 n=18 v=0
663910 Off ch=3 n=25 v=0
663986 On ch=3 n=52 v=100
664034 On ch=3 n=44 v=100
664064 On ch=3 n=46 v=100
664190 Off ch=3 n=52 v=0
664237 Off ch=3 n=44 v=0
664261 Off ch=3 n=46 v=0
665125 On ch=3 n=23 v=100
665203 Off ch=3 n=23 v=0
665383 On ch=3 n=27 v=100
665385 On ch=3 n=23 v=100
665759 Off ch=3 n=23 v=0
665847 Off ch=3 n=27 v=0
666134 On ch=3 n=11 v=100
666592 Off ch=3 n=11 v=0
666593 On ch=3 n=6 v=100
667151 On ch=3 n=21 v=100
667158 Off ch=3 n=6 v=0
667280 Off ch=3 n=21 v=0
668043 On ch=3 n=17 v=100
668194 On ch=3 n=17 v=100
668237 On ch=3 n=5 v=100
668242 Off ch=3 n=17 v=0
668373 On ch=3 n=8 v=100
668379 Off ch=3 n=17 v=0
668389 Off ch=3 n=5 v=0
668945 Off ch=3 n=8 v=0
669071 On ch=3 n=38 v=100
669300 On ch=3 n=20 v=100
669304 On ch=3 n=25 v=100
669304 On ch=3 n=25 v=100
669352 On ch=3 n=15 v=100
669355 On ch=3 n=23 v=100
669650 Off ch=3 n=38 v=0
669688 Off ch=3 n=20 v=0
669696 Off ch=3 n=15 v=0
669748 Off ch=3 n=25 v=0
669748 Off ch=3 n=25 v=0
669814 Off ch=3 n=23 v=0
671528 On ch=3 n=11 v=100
671954 Off ch=3 n=11 v=0
672411 On ch=3 n=36 v=100
672415 On ch=3 n=15 v=100
672483 On ch=3 n=40 v=100
672483 On ch=3 n=40 v=100
672559 On ch=3 n=26 v=100
672559 On ch=3 n=26 v=100
672567 Off ch=3 n=15 v=0
672639 On ch=3 n=36 v=100
672639 On ch=3 n=36 v=100
672648 Off ch=3 n=36 v=0
672649 On ch=3 n=5 v=100
672836 Off ch=3 n=40 v=0
672836 Off ch=3 n=40 v=0
672841 Off ch=3 n=5 v=0
672842 On ch=3 n=16 v=100
672853 Off ch=3 n=26 v=0
672853 Off ch=3 n=26 v=0
672956 Off ch=3 n=36 v=0
672956 Off ch=3 n=36 v=0
672973 Off ch=3 n=16 v=0
673178 On ch=3 n=42 v=100
673360 Off ch=3 n=42 v=0
673460 On ch=3 n=32 v=100
673489 On ch=3 n=35 v=100
673627 Off ch=3 n=35 v=0
673629 Off ch=3 n=32 v=0
674647 On ch=3 n=11 v=100
674843 Off ch=3 n=11 v=0
674900 On ch=3 n=11 v=100
675232 Off ch=3 n=11 v=0
676340 On ch=3 n=16 v=100
677067 Off ch=3 n=16 v=0
677624 On ch=3 n=10 v=100
677929 Off ch=3 n=10 v=0
677976 On ch=3 n=10 v=100
678014 On ch=3 n=17 v=100
678079 Off ch=3 n=10 v=0
678093 Off ch=3 n=17 v=0
678599 On ch=3 n=29 v=100
678781 Off ch=3 n=29 v=0
678948 On ch=3 n=12 v=100
679127 Off ch=3 n=12 v=0
679133 On ch=3 n=3 v=100
679211 Off ch=3 n=3 v=0
682996 On ch=3 n=35 v=100
683044 On ch=3 n=5 v=100
683211 On ch=3 n=22 v=100
683294 Off ch=3 n=5 v=0
683297 Off ch=3 n=35 v=0
683579 Off ch=3 n=22 v=0
683840 On ch=3 n=20 v=100
684023 Off ch=3 n=20 v=0
685471 On ch=3 n=15 v=100
685682 On ch=3 n=11 v=100
685689 Off ch=3 n=15 v=0
686354 Off ch=3 n=11 v=0
687762 On ch=3 n=11 v=100
687762 On ch=3 n=26 v=100
687842 Off ch=3 n=11 v=0
687860 On ch=3 n=11 v=100
687863 Off ch=3 n=26 v=0
688208 On ch=3 n=30 v=100
688345 Off ch=3 n=11 v=0
688364 Off ch=3 n=30 v=0
688492 On ch=3 n=6 v=100
688981 Off ch=3 n=6 v=0
690357 On ch=3 n=10 v=100
690545 Off ch=3 n=10 v=0
690549 On ch=3 n=5 v=100
690757 Off ch=3 n=5 v=0
690862 On ch=3 n=16 v=100
690862 On ch=3 n=26 v=100
690982 On ch=3 n=31 v=100
690984 On ch=3 n=21 v=100
690985 Off ch=3 n=16 v=0
691005 Off ch=3 n=26 v=0
691357 Off ch=3 n=21 v=0
691445 On ch=3 n=34 v=100
691472 Off ch=3 n=31 v=0
691473 On ch=3 n=19 v=100
691658 Off ch=3 n=34 v=0
691660 Off ch=3 n=19 v=0
691819 On ch=3 n=23 v=100
692468 Off ch=3 n=23 v=0
692478 On ch=3 n=20 v=100
692601 Off ch=3 n=20 v=0
693535 On ch=3 n=21 v=100
693928 Off ch=3 n=21 v=0
693956 On ch=3 n=36 v=100
694076 Off ch=3 n=36 v=0
694108 On ch=3 n=5 v=100
694939 On ch=3 n=19 v=100
694939 Off ch=3 n=5 v=0
695435 Off ch=3 n=19 v=0
695437 On ch=3 n=11 v=100
696340 On ch=3 n=7 v=100
696343 Off ch=3 n=11 v=0
696346 On ch=3 n=8 v=100
696383 Off ch=3 n=8 v=0
696400 Off ch=3 n=7 v=0
697741 On ch=3 n=20 v=100
697746 On ch=3 n=27 v=100
697746 On ch=3 n=27 v=100
697788 On ch=3 n=16 v=100
698078 On ch=3 n=29 v=100
698147 Off ch=3 n=20 v=0
698167 Off ch=3 n=16 v=0
698197 Off ch=3 n=27 v=0
698197 Off ch=3 n=27 v=0
