MFile 1 7 960 
MTrk    
0 Tempo 100000  
TrkEnd    
MTrk    
0 PrCh ch=6 p=53 
0 Meta TrkName "ATAC" 
107134 Off ch=3 n=8 v=0
107435 On ch=3 n=27 v=100
107444 On ch=3 n=8 v=100
107957 Off ch=3 n=8 v=0
108072 Off ch=3 n=27 v=0
114481 On ch=3 n=29 v=100
114635 On ch=3 n=12 v=100
114640 Off ch=3 n=29 v=0
115760 Off ch=3 n=12 v=0
115762 On ch=3 n=2 v=100
116995 Off ch=3 n=2 v=0
117013 On ch=3 n=15 v=100
117013 On ch=3 n=34 v=100
117092 Off ch=3 n=15 v=0
117113 Off ch=3 n=34 v=0
118647 On ch=3 n=13 v=100
118676 On ch=3 n=6 v=100
118931 Off ch=3 n=6 v=0
118937 Off ch=3 n=13 v=0
119585 On ch=3 n=5 v=100
120093 On ch=3 n=19 v=100
120095 On ch=3 n=5 v=100
120100 Off ch=3 n=5 v=0
120312 On ch=3 n=7 v=100
120337 Off ch=3 n=5 v=0
120384 Off ch=3 n=19 v=0
120611 Off ch=3 n=7 v=0
120917 On ch=3 n=13 v=100
121165 On ch=3 n=31 v=100
121203 Off ch=3 n=13 v=0
121232 On ch=3 n=13 v=100
121510 Off ch=3 n=31 v=0
122413 On ch=3 n=16 v=100
122421 Off ch=3 n=13 v=0
122588 On ch=3 n=31 v=100
122611 On ch=3 n=8 v=100
122627 Off ch=3 n=16 v=0
122758 Off ch=3 n=31 v=0
122758 Off ch=3 n=8 v=0
122762 On ch=3 n=10 v=100
123310 Off ch=3 n=10 v=0
123330 On ch=3 n=10 v=100
123806 On ch=3 n=12 v=100
123806 On ch=3 n=18 v=100
123810 Off ch=3 n=10 v=0
123866 Off ch=3 n=12 v=0
123883 Off ch=3 n=18 v=0
125323 On ch=3 n=33 v=100
125323 On ch=3 n=33 v=100
125355 On ch=3 n=38 v=100
125380 On ch=3 n=52 v=100
125380 On ch=3 n=52 v=100
125503 Off ch=3 n=33 v=0
125503 Off ch=3 n=33 v=0
125521 On ch=3 n=15 v=100
125566 Off ch=3 n=38 v=0
125692 Off ch=3 n=15 v=0
125901 On ch=3 n=8 v=100
125993 On ch=3 n=19 v=100
126003 Off ch=3 n=52 v=0
126003 Off ch=3 n=52 v=0
126063 Off ch=3 n=8 v=0
126107 Off ch=3 n=19 v=0
126110 On ch=3 n=12 v=100
126274 On ch=3 n=10 v=100
126274 Off ch=3 n=12 v=0
126314 Off ch=3 n=10 v=0
126440 On ch=3 n=22 v=100
126494 Off ch=3 n=22 v=0
126788 On ch=3 n=23 v=100
126817 On ch=3 n=9 v=100
126828 Off ch=3 n=23 v=0
127256 Off ch=3 n=9 v=0
127697 On ch=3 n=18 v=100
127787 Off ch=3 n=18 v=0
130045 On ch=3 n=12 v=100
130561 Off ch=3 n=12 v=0
130669 On ch=3 n=19 v=100
130761 On ch=3 n=19 v=100
130761 On ch=3 n=19 v=100
130774 Off ch=3 n=19 v=0
130777 On ch=3 n=9 v=100
131205 Off ch=3 n=9 v=0
131209 On ch=3 n=17 v=100
131255 Off ch=3 n=19 v=0
131255 Off ch=3 n=19 v=0
131375 On ch=3 n=7 v=100
131400 Off ch=3 n=17 v=0
131512 Off ch=3 n=7 v=0
131515 On ch=3 n=9 v=100
132387 On ch=3 n=0 v=100
132390 Off ch=3 n=9 v=0
132425 Off ch=3 n=0 v=0
132427 On ch=3 n=8 v=100
132709 On ch=3 n=10 v=100
132737 Off ch=3 n=8 v=0
132820 Off ch=3 n=10 v=0
133435 On ch=3 n=27 v=100
133526 On ch=3 n=53 v=100
133566 On ch=3 n=43 v=100
133566 On ch=3 n=43 v=100
133587 Off ch=3 n=27 v=0
133594 On ch=3 n=38 v=100
133614 On ch=3 n=26 v=100
133731 Off ch=3 n=53 v=0
133835 Off ch=3 n=26 v=0
133842 Off ch=3 n=38 v=0
133901 Off ch=3 n=43 v=0
133901 Off ch=3 n=43 v=0
135070 On ch=3 n=24 v=100
135141 Off ch=3 n=24 v=0
135889 On ch=3 n=15 v=100
135912 On ch=3 n=12 v=100
136043 Off ch=3 n=15 v=0
136087 Off ch=3 n=12 v=0
136422 On ch=3 n=6 v=100
137325 Off ch=3 n=6 v=0
137419 On ch=3 n=8 v=100
137638 Off ch=3 n=8 v=0
137652 On ch=3 n=13 v=100
137708 On ch=3 n=7 v=100
137738 On ch=3 n=11 v=100
137739 Off ch=3 n=13 v=0
137940 Off ch=3 n=7 v=0
138075 Off ch=3 n=11 v=0
138112 On ch=3 n=11 v=100
138426 Off ch=3 n=11 v=0
138499 On ch=3 n=8 v=100
138800 Off ch=3 n=8 v=0
141469 On ch=3 n=22 v=100
141545 Off ch=3 n=22 v=0
142033 On ch=3 n=7 v=100
142462 Off ch=3 n=7 v=0
142923 On ch=3 n=12 v=100
143569 Off ch=3 n=12 v=0
143639 On ch=3 n=4 v=100
144470 Off ch=3 n=4 v=0
145018 On ch=3 n=7 v=100
145127 On ch=3 n=26 v=100
145127 On ch=3 n=26 v=100
145132 Off ch=3 n=7 v=0
145242 On ch=3 n=6 v=100
145516 Off ch=3 n=6 v=0
145572 On ch=3 n=41 v=100
145599 Off ch=3 n=26 v=0
145599 Off ch=3 n=26 v=0
145619 On ch=3 n=1 v=100
145716 Off ch=3 n=41 v=0
148046 Off ch=3 n=1 v=0
148163 On ch=3 n=3 v=100
148620 On ch=3 n=16 v=100
148620 On ch=3 n=19 v=100
148620 On ch=3 n=35 v=100
148620 Off ch=3 n=3 v=0
149016 Off ch=3 n=16 v=0
149065 Off ch=3 n=19 v=0
149076 On ch=3 n=10 v=100
149138 Off ch=3 n=35 v=0
149253 On ch=3 n=7 v=100
149259 Off ch=3 n=10 v=0
149635 Off ch=3 n=7 v=0
150045 On ch=3 n=52 v=100
150285 Off ch=3 n=52 v=0
152067 On ch=3 n=2 v=100
152891 Off ch=3 n=2 v=0
152892 On ch=3 n=2 v=100
153123 Off ch=3 n=2 v=0
153759 On ch=3 n=20 v=100
153759 On ch=3 n=15 v=100
154019 Off ch=3 n=15 v=0
154090 On ch=3 n=6 v=100
154093 Off ch=3 n=20 v=0
154718 Off ch=3 n=6 v=0
154723 On ch=3 n=13 v=100
154893 Off ch=3 n=13 v=0
154895 On ch=3 n=4 v=100
156140 On ch=3 n=20 v=100
156157 Off ch=3 n=4 v=0
156218 Off ch=3 n=20 v=0
157219 On ch=3 n=20 v=100
157291 Off ch=3 n=20 v=0
158357 On ch=3 n=32 v=100
158405 On ch=3 n=36 v=100
158422 On ch=3 n=27 v=100
158459 On ch=3 n=42 v=100
158637 Off ch=3 n=32 v=0
158637 Off ch=3 n=27 v=0
158638 On ch=3 n=21 v=100
158657 Off ch=3 n=36 v=0
158699 Off ch=3 n=42 v=0
158809 Off ch=3 n=21 v=0
158814 On ch=3 n=33 v=100
158861 On ch=3 n=29 v=100
158956 On ch=3 n=15 v=100
158988 Off ch=3 n=33 v=0
158990 On ch=3 n=50 v=100
159101 Off ch=3 n=29 v=0
159102 Off ch=3 n=15 v=0
159109 On ch=3 n=7 v=100
159466 Off ch=3 n=50 v=0
160226 Off ch=3 n=7 v=0
160227 On ch=3 n=46 v=100
160357 Off ch=3 n=46 v=0
160648 On ch=3 n=8 v=100
161192 Off ch=3 n=8 v=0
161247 On ch=3 n=11 v=100
161418 On ch=3 n=45 v=100
161519 Off ch=3 n=11 v=0
161531 On ch=3 n=14 v=100
161539 Off ch=3 n=45 v=0
161647 On ch=3 n=17 v=100
161647 On ch=3 n=17 v=100
161694 Off ch=3 n=14 v=0
161698 On ch=3 n=11 v=100
162098 Off ch=3 n=11 v=0
162137 Off ch=3 n=17 v=0
162137 Off ch=3 n=17 v=0
162288 On ch=3 n=13 v=100
162777 Off ch=3 n=13 v=0
163096 On ch=3 n=47 v=100
163096 On ch=3 n=47 v=100
163111 On ch=3 n=23 v=100
163173 On ch=3 n=7 v=100
163213 Off ch=3 n=23 v=0
163307 Off ch=3 n=47 v=0
163307 Off ch=3 n=47 v=0
163419 Off ch=3 n=7 v=0
163518 On ch=3 n=5 v=100
163973 Off ch=3 n=5 v=0
164496 On ch=3 n=18 v=100
164509 On ch=3 n=18 v=100
164549 Off ch=3 n=18 v=0
164564 Off ch=3 n=18 v=0
164598 On ch=3 n=23 v=100
164610 On ch=3 n=20 v=100
164613 On ch=3 n=30 v=100
164620 On ch=3 n=45 v=100
164622 On ch=3 n=20 v=100
164675 Off ch=3 n=20 v=0
164676 Off ch=3 n=20 v=0
164690 Off ch=3 n=23 v=0
164706 Off ch=3 n=30 v=0
164773 Off ch=3 n=45 v=0
165076 On ch=3 n=13 v=100
165140 On ch=3 n=10 v=100
165318 On ch=3 n=23 v=100
165322 Off ch=3 n=13 v=0
165610 Off ch=3 n=10 v=0
165729 Off ch=3 n=23 v=0
166802 On ch=3 n=19 v=100
166847 Off ch=3 n=19 v=0
167187 On ch=3 n=34 v=100
167290 Off ch=3 n=34 v=0
167740 On ch=3 n=38 v=100
167865 Off ch=3 n=38 v=0
168741 On ch=3 n=4 v=100
168972 Off ch=3 n=4 v=0
169309 On ch=3 n=11 v=100
169639 Off ch=3 n=11 v=0
169640 On ch=3 n=8 v=100
170217 Off ch=3 n=8 v=0
170542 On ch=3 n=33 v=100
170686 Off ch=3 n=33 v=0
171661 On ch=3 n=1 v=100
171719 Off ch=3 n=1 v=0
173347 On ch=3 n=16 v=100
173488 Off ch=3 n=16 v=0
177314 On ch=3 n=11 v=100
178178 Off ch=3 n=11 v=0
178773 On ch=3 n=11 v=100
178990 Off ch=3 n=11 v=0
179995 On ch=3 n=63 v=100
180083 Off ch=3 n=63 v=0
180608 On ch=3 n=49 v=100
180968 Off ch=3 n=49 v=0
182820 On ch=3 n=51 v=100
182915 Off ch=3 n=51 v=0
183284 On ch=3 n=47 v=100
183597 Off ch=3 n=47 v=0
184801 On ch=3 n=2 v=100
185033 Off ch=3 n=2 v=0
185162 On ch=3 n=3 v=100
185340 Off ch=3 n=3 v=0
185878 On ch=3 n=2 v=100
186833 On ch=3 n=6 v=100
186854 Off ch=3 n=2 v=0
187089 Off ch=3 n=6 v=0
187740 On ch=3 n=2 v=100
188693 Off ch=3 n=2 v=0
188698 On ch=3 n=1 v=100
188885 Off ch=3 n=1 v=0
189797 On ch=3 n=10 v=100
189948 Off ch=3 n=10 v=0
189974 On ch=3 n=17 v=100
190122 On ch=3 n=6 v=100
190124 Off ch=3 n=17 v=0
190990 On ch=3 n=7 v=100
191004 Off ch=3 n=6 v=0
191957 On ch=3 n=7 v=100
191957 Off ch=3 n=7 v=0
192506 Off ch=3 n=7 v=0
192507 On ch=3 n=11 v=100
192659 Off ch=3 n=11 v=0
193803 On ch=3 n=18 v=100
193933 Off ch=3 n=18 v=0
194191 On ch=3 n=17 v=100
194313 Off ch=3 n=17 v=0
194777 On ch=3 n=27 v=100
194927 Off ch=3 n=27 v=0
195116 On ch=3 n=14 v=100
195181 Off ch=3 n=14 v=0
195184 On ch=3 n=14 v=100
195238 Off ch=3 n=14 v=0
195752 On ch=3 n=17 v=100
195907 On ch=3 n=11 v=100
195969 Off ch=3 n=17 v=0
196384 On ch=3 n=13 v=100
196385 Off ch=3 n=11 v=0
196459 On ch=3 n=19 v=100
196459 On ch=3 n=19 v=100
196509 Off ch=3 n=13 v=0
196554 On ch=3 n=11 v=100
196819 Off ch=3 n=11 v=0
196822 On ch=3 n=17 v=100
196831 Off ch=3 n=19 v=0
196831 Off ch=3 n=19 v=0
196926 Off ch=3 n=17 v=0
197029 On ch=3 n=24 v=100
197177 On ch=3 n=10 v=100
197541 Off ch=3 n=24 v=0
197541 Off ch=3 n=10 v=0
198144 On ch=3 n=20 v=100
198205 On ch=3 n=7 v=100
198481 Off ch=3 n=20 v=0
198487 Off ch=3 n=7 v=0
199419 On ch=3 n=30 v=100
199447 On ch=3 n=29 v=100
199456 On ch=3 n=41 v=100
199460 On ch=3 n=38 v=100
199464 On ch=3 n=22 v=100
199498 Off ch=3 n=30 v=0
199560 Off ch=3 n=29 v=0
199562 Off ch=3 n=22 v=0
199595 Off ch=3 n=38 v=0
199733 Off ch=3 n=41 v=0
200382 On ch=3 n=29 v=100
200496 Off ch=3 n=29 v=0
203840 On ch=3 n=49 v=100
204441 Off ch=3 n=49 v=0
204688 On ch=3 n=3 v=100
205428 Off ch=3 n=3 v=0
205962 On ch=3 n=20 v=100
205971 On ch=3 n=34 v=100
206138 On ch=3 n=1 v=100
206197 Off ch=3 n=20 v=0
206296 Off ch=3 n=34 v=0
208037 On ch=3 n=14 v=100
208037 On ch=3 n=14 v=100
208057 On ch=3 n=11 v=100
208072 Off ch=3 n=1 v=0
208351 On ch=3 n=0 v=100
208355 Off ch=3 n=11 v=0
208378 Off ch=3 n=14 v=0
208378 Off ch=3 n=14 v=0
209340 On ch=3 n=49 v=100
209340 Off ch=3 n=0 v=0
209936 Off ch=3 n=49 v=0
210404 On ch=3 n=25 v=100
210446 On ch=3 n=12 v=100
210567 Off ch=3 n=25 v=0
210678 On ch=3 n=18 v=100
210678 On ch=3 n=18 v=100
210700 Off ch=3 n=12 v=0
210706 On ch=3 n=15 v=100
210895 Off ch=3 n=15 v=0
210916 Off ch=3 n=18 v=0
210916 Off ch=3 n=18 v=0
211451 On ch=3 n=25 v=100
211496 Off ch=3 n=25 v=0
211550 On ch=3 n=36 v=100
211558 On ch=3 n=18 v=100
211746 Off ch=3 n=18 v=0
211873 Off ch=3 n=36 v=0
211923 On ch=3 n=8 v=100
212368 Off ch=3 n=8 v=0
213172 On ch=3 n=18 v=100
213263 Off ch=3 n=18 v=0
213974 On ch=3 n=11 v=100
214020 Off ch=3 n=11 v=0
214976 On ch=3 n=16 v=100
215012 On ch=3 n=13 v=100
215025 Off ch=3 n=16 v=0
215124 On ch=3 n=25 v=100
215140 Off ch=3 n=13 v=0
215210 On ch=3 n=10 v=100
215528 Off ch=3 n=25 v=0
215528 Off ch=3 n=10 v=0
215817 On ch=3 n=48 v=100
215868 On ch=3 n=20 v=100
215869 On ch=3 n=6 v=100
216154 Off ch=3 n=48 v=0
216166 Off ch=3 n=6 v=0
216237 Off ch=3 n=20 v=0
216908 On ch=3 n=14 v=100
216941 On ch=3 n=26 v=100
216952 Off ch=3 n=14 v=0
216958 On ch=3 n=20 v=100
216970 On ch=3 n=13 v=100
217066 Off ch=3 n=20 v=0
217068 Off ch=3 n=26 v=0
217612 Off ch=3 n=13 v=0
217652 On ch=3 n=30 v=100
217714 Off ch=3 n=30 v=0
217863 On ch=3 n=22 v=100
217956 Off ch=3 n=22 v=0
217963 On ch=3 n=7 v=100
218383 Off ch=3 n=7 v=0
218385 On ch=3 n=21 v=100
218593 Off ch=3 n=21 v=0
218604 On ch=3 n=20 v=100
218605 On ch=3 n=27 v=100
218680 Off ch=3 n=20 v=0
218706 Off ch=3 n=27 v=0
219048 On ch=3 n=7 v=100
219221 Off ch=3 n=7 v=0
219389 On ch=3 n=13 v=100
219524 Off ch=3 n=13 v=0
219587 On ch=3 n=27 v=100
219631 Off ch=3 n=27 v=0
219712 On ch=3 n=24 v=100
219801 On ch=3 n=26 v=100
219841 On ch=3 n=30 v=100
219857 On ch=3 n=42 v=100
219857 On ch=3 n=42 v=100
219867 Off ch=3 n=24 v=0
219897 On ch=3 n=19 v=100
219981 Off ch=3 n=19 v=0
219982 Off ch=3 n=26 v=0
219982 Off ch=3 n=30 v=0
220095 Off ch=3 n=42 v=0
220095 Off ch=3 n=42 v=0
221392 On ch=3 n=18 v=100
221463 Off ch=3 n=18 v=0
222668 On ch=3 n=5 v=100
222673 On ch=3 n=21 v=100
222775 Off ch=3 n=5 v=0
222778 On ch=3 n=15 v=100
222866 Off ch=3 n=21 v=0
223168 Off ch=3 n=15 v=0
233604 On ch=3 n=30 v=100
233650 On ch=3 n=13 v=100
233754 Off ch=3 n=30 v=0
234273 Off ch=3 n=13 v=0
234291 On ch=3 n=6 v=100
235536 On ch=3 n=8 v=100
235545 Off ch=3 n=6 v=0
235934 On ch=3 n=15 v=100
235946 Off ch=3 n=8 v=0
235948 On ch=3 n=5 v=100
236018 Off ch=3 n=15 v=0
237036 Off ch=3 n=5 v=0
237120 On ch=3 n=9 v=100
237120 On ch=3 n=5 v=100
237141 Off ch=3 n=5 v=0
237476 On ch=3 n=4 v=100
237482 Off ch=3 n=9 v=0
238379 Off ch=3 n=4 v=0
238383 On ch=3 n=9 v=100
239112 Off ch=3 n=9 v=0
239114 On ch=3 n=5 v=100
239218 On ch=3 n=5 v=100
239219 Off ch=3 n=5 v=0
239426 Off ch=3 n=5 v=0
239678 On ch=3 n=14 v=100
239755 Off ch=3 n=14 v=0
239758 On ch=3 n=11 v=100
239858 Off ch=3 n=11 v=0
240618 On ch=3 n=24 v=100
240661 On ch=3 n=7 v=100
240686 Off ch=3 n=24 v=0
241659 On ch=3 n=42 v=100
241659 On ch=3 n=42 v=100
241789 Off ch=3 n=7 v=0
241794 On ch=3 n=19 v=100
241964 Off ch=3 n=19 v=0
241986 Off ch=3 n=42 v=0
241986 Off ch=3 n=42 v=0
242726 On ch=3 n=20 v=100
242887 Off ch=3 n=20 v=0
243489 On ch=3 n=5 v=100
243685 Off ch=3 n=5 v=0
245221 On ch=3 n=5 v=100
246447 Off ch=3 n=5 v=0
246449 On ch=3 n=23 v=100
246468 On ch=3 n=8 v=100
246563 Off ch=3 n=23 v=0
246567 Off ch=3 n=8 v=0
247895 On ch=3 n=2 v=100
248960 Off ch=3 n=2 v=0
248963 On ch=3 n=1 v=100
250042 Off ch=3 n=1 v=0
250485 On ch=3 n=2 v=100
251487 On ch=3 n=28 v=100
251566 Off ch=3 n=2 v=0
251581 Off ch=3 n=28 v=0
251594 On ch=3 n=6 v=100
252112 Off ch=3 n=6 v=0
252552 On ch=3 n=10 v=100
252753 On ch=3 n=5 v=100
252755 Off ch=3 n=10 v=0
252928 Off ch=3 n=5 v=0
254059 On ch=3 n=26 v=100
254305 On ch=3 n=23 v=100
254478 Off ch=3 n=26 v=0
254503 Off ch=3 n=23 v=0
254505 On ch=3 n=11 v=100
254567 Off ch=3 n=11 v=0
254583 On ch=3 n=12 v=100
255031 Off ch=3 n=12 v=0
255645 On ch=3 n=23 v=100
255657 On ch=3 n=14 v=100
255710 On ch=3 n=33 v=100
255727 On ch=3 n=5 v=100
255734 Off ch=3 n=14 v=0
255735 Off ch=3 n=23 v=0
255810 Off ch=3 n=33 v=0
256805 Off ch=3 n=5 v=0
256806 On ch=3 n=6 v=100
256828 On ch=3 n=10 v=100
257606 Off ch=3 n=6 v=0
257716 On ch=3 n=34 v=100
257752 On ch=3 n=38 v=100
257783 On ch=3 n=12 v=100
257794 Off ch=3 n=10 v=0
257855 Off ch=3 n=34 v=0
257855 Off ch=3 n=12 v=0
257856 On ch=3 n=40 v=100
257864 Off ch=3 n=38 v=0
257919 Off ch=3 n=40 v=0
258178 On ch=3 n=6 v=100
259425 On ch=3 n=17 v=100
259515 Off ch=3 n=6 v=0
259540 Off ch=3 n=17 v=0
259665 On ch=3 n=48 v=100
259667 On ch=3 n=19 v=100
259742 Off ch=3 n=19 v=0
259813 Off ch=3 n=48 v=0
259854 On ch=3 n=29 v=100
260070 On ch=3 n=10 v=100
260070 On ch=3 n=12 v=100
260182 Off ch=3 n=29 v=0
260443 Off ch=3 n=10 v=0
260657 Off ch=3 n=12 v=0
260680 On ch=3 n=11 v=100
260886 On ch=3 n=13 v=100
260886 Off ch=3 n=11 v=0
261008 On ch=3 n=13 v=100
261058 Off ch=3 n=13 v=0
261154 Off ch=3 n=13 v=0
261352 On ch=3 n=8 v=100
262071 Off ch=3 n=8 v=0
262293 On ch=3 n=20 v=100
262312 On ch=3 n=20 v=100
262334 On ch=3 n=10 v=100
262468 On ch=3 n=34 v=100
262468 Off ch=3 n=20 v=0
262468 Off ch=3 n=10 v=0
262470 Off ch=3 n=20 v=0
262617 Off ch=3 n=34 v=0
262623 On ch=3 n=19 v=100
262738 On ch=3 n=47 v=100
262738 On ch=3 n=47 v=100
262759 Off ch=3 n=19 v=0
262777 On ch=3 n=28 v=100
262888 Off ch=3 n=28 v=0
262889 On ch=3 n=43 v=100
263002 Off ch=3 n=47 v=0
263002 Off ch=3 n=47 v=0
263031 Off ch=3 n=43 v=0
264235 On ch=3 n=27 v=100
264346 Off ch=3 n=27 v=0
264397 On ch=3 n=15 v=100
264493 On ch=3 n=6 v=100
264503 Off ch=3 n=15 v=0
264869 Off ch=3 n=6 v=0
264994 On ch=3 n=7 v=100
265503 Off ch=3 n=7 v=0
273105 On ch=3 n=8 v=100
273875 Off ch=3 n=8 v=0
273937 On ch=3 n=21 v=100
274022 Off ch=3 n=21 v=0
274024 On ch=3 n=8 v=100
274186 Off ch=3 n=8 v=0
274191 On ch=3 n=19 v=100
274208 On ch=3 n=13 v=100
274335 Off ch=3 n=19 v=0
274583 Off ch=3 n=13 v=0
274600 On ch=3 n=6 v=100
274845 Off ch=3 n=6 v=0
275114 On ch=3 n=27 v=100
275185 Off ch=3 n=27 v=0
275426 On ch=3 n=25 v=100
275478 Off ch=3 n=25 v=0
276191 On ch=3 n=33 v=100
276374 Off ch=3 n=33 v=0
277030 On ch=3 n=54 v=100
277288 Off ch=3 n=54 v=0
278320 On ch=3 n=27 v=100
278465 Off ch=3 n=27 v=0
278792 On ch=3 n=10 v=100
279229 Off ch=3 n=10 v=0
291027 On ch=3 n=2 v=100
291812 Off ch=3 n=2 v=0
291847 On ch=3 n=2 v=100
292345 Off ch=3 n=2 v=0
292377 On ch=3 n=2 v=100
296151 On ch=3 n=8 v=100
296237 Off ch=3 n=2 v=0
296770 On ch=3 n=9 v=100
296860 Off ch=3 n=8 v=0
297434 On ch=3 n=2 v=100
297449 Off ch=3 n=9 v=0
297828 On ch=3 n=47 v=100
297839 On ch=3 n=3 v=100
297856 Off ch=3 n=2 v=0
297961 On ch=3 n=2 v=100
298188 Off ch=3 n=3 v=0
298362 On ch=3 n=38 v=100
298611 On ch=3 n=2 v=100
298681 Off ch=3 n=2 v=0
298695 Off ch=3 n=47 v=0
299463 Off ch=3 n=38 v=0
299607 Off ch=3 n=2 v=0
301666 On ch=3 n=38 v=100
301725 On ch=3 n=13 v=100
301745 On ch=3 n=7 v=100
301754 Off ch=3 n=38 v=0
301755 Off ch=3 n=13 v=0
302601 Off ch=3 n=7 v=0
305218 On ch=3 n=6 v=100
305508 Off ch=3 n=6 v=0
305741 On ch=3 n=5 v=100
306379 On ch=3 n=40 v=100
306523 Off ch=3 n=5 v=0
306556 Off ch=3 n=40 v=0
308071 On ch=3 n=29 v=100
308082 On ch=3 n=6 v=100
308156 Off ch=3 n=29 v=0
308414 Off ch=3 n=6 v=0
308415 On ch=3 n=13 v=100
308455 Off ch=3 n=13 v=0
309061 On ch=3 n=10 v=100
309100 Off ch=3 n=10 v=0
313506 On ch=3 n=5 v=100
314219 On ch=3 n=6 v=100
314221 Off ch=3 n=5 v=0
314340 Off ch=3 n=6 v=0
314383 On ch=3 n=24 v=100
314462 Off ch=3 n=24 v=0
314494 On ch=3 n=57 v=100
314521 On ch=3 n=5 v=100
314577 On ch=3 n=24 v=100
314617 Off ch=3 n=57 v=0
314659 On ch=3 n=13 v=100
314682 Off ch=3 n=5 v=0
314812 On ch=3 n=21 v=100
314929 Off ch=3 n=13 v=0
314931 Off ch=3 n=24 v=0
314958 Off ch=3 n=21 v=0
314993 On ch=3 n=3 v=100
315404 On ch=3 n=6 v=100
315404 On ch=3 n=9 v=100
315858 Off ch=3 n=3 v=0
316734 Off ch=3 n=6 v=0
316929 Off ch=3 n=9 v=0
316985 On ch=3 n=1 v=100
317129 Off ch=3 n=1 v=0
317956 On ch=3 n=5 v=100
317956 On ch=3 n=8 v=100
318120 Off ch=3 n=5 v=0
318146 On ch=3 n=9 v=100
318186 Off ch=3 n=8 v=0
318398 Off ch=3 n=9 v=0
318689 On ch=3 n=8 v=100
318877 Off ch=3 n=8 v=0
319908 On ch=3 n=18 v=100
319976 On ch=3 n=25 v=100
319988 Off ch=3 n=18 v=0
319994 On ch=3 n=9 v=100
320141 Off ch=3 n=25 v=0
320487 Off ch=3 n=9 v=0
325120 On ch=3 n=6 v=100
327989 Off ch=3 n=6 v=0
329410 On ch=3 n=14 v=100
329561 On ch=3 n=26 v=100
329571 On ch=3 n=9 v=100
329572 Off ch=3 n=14 v=0
329755 Off ch=3 n=9 v=0
329764 On ch=3 n=12 v=100
329812 Off ch=3 n=26 v=0
330097 Off ch=3 n=12 v=0
330341 On ch=3 n=19 v=100
330431 On ch=3 n=22 v=100
330488 Off ch=3 n=19 v=0
330495 Off ch=3 n=22 v=0
331444 On ch=3 n=11 v=100
331540 Off ch=3 n=11 v=0
331545 On ch=3 n=12 v=100
331624 Off ch=3 n=12 v=0
331931 On ch=3 n=20 v=100
332086 On ch=3 n=4 v=100
332089 Off ch=3 n=20 v=0
332252 Off ch=3 n=4 v=0
332254 On ch=3 n=6 v=100
333444 Off ch=3 n=6 v=0
333572 On ch=3 n=26 v=100
333704 Off ch=3 n=26 v=0
333741 On ch=3 n=9 v=100
334555 On ch=3 n=8 v=100
334557 Off ch=3 n=9 v=0
334719 Off ch=3 n=8 v=0
334866 On ch=3 n=17 v=100
334947 On ch=3 n=25 v=100
334953 Off ch=3 n=17 v=0
335132 Off ch=3 n=25 v=0
335134 On ch=3 n=17 v=100
335247 Off ch=3 n=17 v=0
335260 On ch=3 n=12 v=100
335416 Off ch=3 n=12 v=0
335623 On ch=3 n=11 v=100
335875 Off ch=3 n=11 v=0
336053 On ch=3 n=44 v=100
336230 Off ch=3 n=44 v=0
338379 On ch=3 n=4 v=100
339053 Off ch=3 n=4 v=0
339084 On ch=3 n=6 v=100
339424 On ch=3 n=12 v=100
339424 Off ch=3 n=6 v=0
339535 Off ch=3 n=12 v=0
339539 On ch=3 n=10 v=100
339604 Off ch=3 n=10 v=0
339610 On ch=3 n=22 v=100
340668 Off ch=3 n=22 v=0
340669 On ch=3 n=9 v=100
340915 Off ch=3 n=9 v=0
342948 On ch=3 n=31 v=100
343076 Off ch=3 n=31 v=0
343365 On ch=3 n=28 v=100
343443 On ch=3 n=49 v=100
343459 Off ch=3 n=28 v=0
343498 On ch=3 n=24 v=100
343696 Off ch=3 n=49 v=0
343699 Off ch=3 n=24 v=0
344170 On ch=3 n=25 v=100
344220 On ch=3 n=26 v=100
344225 On ch=3 n=60 v=100
344227 On ch=3 n=21 v=100
344306 On ch=3 n=33 v=100
344384 Off ch=3 n=25 v=0
344387 Off ch=3 n=21 v=0
344415 Off ch=3 n=26 v=0
344462 Off ch=3 n=60 v=0
344468 Off ch=3 n=33 v=0
347171 On ch=3 n=10 v=100
347677 On ch=3 n=21 v=100
347718 On ch=3 n=12 v=100
347732 Off ch=3 n=10 v=0
347924 Off ch=3 n=21 v=0
348175 On ch=3 n=13 v=100
348186 Off ch=3 n=12 v=0
348461 Off ch=3 n=13 v=0
349134 On ch=3 n=5 v=100
351987 Off ch=3 n=5 v=0
352901 On ch=3 n=38 v=100
352990 On ch=3 n=45 v=100
353071 Off ch=3 n=38 v=0
353176 Off ch=3 n=45 v=0
353213 On ch=3 n=45 v=100
353417 Off ch=3 n=45 v=0
353469 On ch=3 n=45 v=100
353501 Off ch=3 n=45 v=0
353546 On ch=3 n=45 v=100
353665 Off ch=3 n=45 v=0
354196 On ch=3 n=37 v=100
354451 On ch=3 n=35 v=100
354565 Off ch=3 n=37 v=0
354570 On ch=3 n=0 v=100
354583 Off ch=3 n=35 v=0
354890 On ch=3 n=17 v=100
354890 On ch=3 n=17 v=100
354893 Off ch=3 n=0 v=0
355409 On ch=3 n=22 v=100
355409 On ch=3 n=22 v=100
355569 Off ch=3 n=17 v=0
355569 Off ch=3 n=17 v=0
